,snr,total_mass,luminosity_distance
987,5,42,3363.814307845582
988,5,43,3437.6269293207383
989,5,44,3512.0682464031843
990,5,45,3587.0737950733205
991,5,46,3662.5783237431256
992,5,47,3738.515891771394
993,5,48,3814.819969274885
994,5,49,3891.423538022396
995,5,50,3968.259193195121
996,5,51,4045.259245795311
997,5,52,4122.355825482963
998,5,53,4199.480983619928
999,5,54,4276.566796300821
1000,5,55,4353.545467149471
1001,5,56,4430.3494296618
1002,5,57,4506.911448876593
1003,5,58,4583.164722158451
1004,5,59,4659.042978879301
1005,5,60,4734.480578789005
1006,5,61,4809.412608868583
1007,5,62,4883.774978464525
1008,5,63,4957.504512507594
1009,5,64,5030.539042624969
1010,5,65,5102.817495960377
1011,5,66,5174.27998152374
1012,5,67,5244.867873898515
1013,5,68,5314.523894142112
1014,5,69,5383.192187723225
1015,5,70,5450.818399347536
1016,5,71,5517.3497445316225
1017,5,72,5582.735077794676
1018,5,73,5646.924957345724
1019,5,74,5709.871706154368
1020,5,75,5771.52946930205
1021,5,76,5831.854267521616
1022,5,77,5890.804046842298
1023,5,78,5948.338724267226
1024,5,79,6004.420229422566
1025,5,80,6059.012542125678
1026,5,81,6112.081725831682
1027,5,82,6163.595956927872
1028,5,83,6213.5255498556335
1029,5,84,6261.842978050667
1030,5,85,6308.522890701866
1031,5,86,6353.542125340104
1032,5,87,6396.879716278249
1033,5,88,6438.516898933245
1034,5,89,6478.437110071298
1035,5,90,6516.625984026866
1036,5,91,6553.071344954773
1037,5,92,6587.763195184741
1038,5,93,6620.6936997554185
1039,5,94,6651.857167214038
1040,5,95,6681.250026775907
1041,5,96,6708.87080194468
1042,5,97,6734.720080703257
1043,5,98,6758.800482390504
1044,5,99,6781.116621386473
1045,5,100,6801.675067734476
1046,5,101,6820.484304834016
1047,5,102,6837.554684343647
1048,5,103,6852.898378437831
1049,5,104,6866.529329565691
1050,5,105,6878.463197863607
1051,5,106,6888.717306376555
1052,5,107,6897.310584246224
1053,5,108,6904.263508026124
1054,5,109,6909.59804128513
1055,5,110,6913.337572663436
1056,5,111,6915.506852544369
1057,5,112,6916.131928507102
1058,5,113,6915.240079724101
1059,5,114,6912.859750467548
1060,5,115,6909.02048288747
1061,5,116,6903.752849222721
1062,5,117,6897.0883836047105
1063,5,118,6889.059513610849
1064,5,119,6879.699491722588
1065,5,120,6869.042326839107
1066,5,121,6857.122715995483
1067,5,122,6843.975976429264
1068,5,123,6829.637978135588
1069,5,124,6814.145077047563
1070,5,125,6797.534048972286
1071,5,126,6779.8420244093595
1072,5,127,6761.106424372788
1073,5,128,6741.364897332288
1074,5,129,6720.65525738376
1075,5,130,6699.015423753563
1076,5,131,6676.483361734769
1077,5,132,6653.09702514785
1078,5,133,6628.8943004118555
1079,5,134,6603.91295230592
1080,5,135,6578.190571494463
1081,5,136,6551.764523883198
1082,5,137,6524.671901866685
1083,5,138,6496.949477521464
1084,5,139,6468.633657792319
1085,5,140,6439.760441713523
1086,5,141,6410.365379699542
1087,5,142,6380.483534934341
1088,5,143,6350.149446881486
1089,5,144,6319.397096931775
1090,5,145,6288.259876198769
1091,5,146,6256.770555467044
1092,5,147,6224.961257291937
1093,5,148,6192.863430244649
1094,5,149,6160.507825290694
1095,5,150,6127.92447428487
1096,5,151,6095.142670560777
1097,5,152,6062.190951588505
1098,5,153,6029.097083669227
1099,5,154,5995.888048631576
1100,5,155,5962.590032490261
1101,5,156,5929.2284160237605
1102,5,157,5895.827767224573
1103,5,158,5862.411835571786
1104,5,159,5829.0035480729575
1105,5,160,5795.62500701959
1106,5,161,5762.297489397703
1107,5,162,5729.04144789264
1108,5,163,5695.876513425833
1109,5,164,5662.821499158638
1110,5,165,5629.89440589739
1111,5,166,5597.112428832426
1112,5,167,5564.491965542616
1113,5,168,5532.04862519641
1114,5,169,5499.79723887962
1115,5,170,5467.751870979854
1116,5,171,5435.925831557606
1117,5,172,5404.3316896336855
1118,5,173,5372.981287323521
1119,5,174,5341.88575474874
1120,5,175,5311.055525657704
1121,5,176,5280.500353687039
1122,5,177,5250.2293291977385
1123,5,178,5220.250896619908
1124,5,179,5190.572872242467
1125,5,180,5161.2024623847265
1126,5,181,5132.14628188911
1127,5,182,5103.410372875283
1128,5,183,5075.00022369868
1129,5,184,5046.920788057451
1130,5,185,5019.176504194637
1131,5,186,4991.77131414398
1132,5,187,4964.708682970296
1133,5,188,4937.991617957339
1134,5,189,4911.622687698578
1135,5,190,4885.604041048506
1136,5,191,4859.937425894496
1137,5,192,4834.624207711655
1138,5,193,4809.665387865492
1139,5,194,4785.061621629546
1140,5,195,4760.813235887733
1141,5,196,4736.920246493223
1142,5,197,4713.382375258432
1143,5,198,4690.199066552646
1144,5,199,4667.369503486445
1145,5,200,4644.892623664117
1146,6,10,1313.637644201816
1147,6,11,1338.4402614831306
1148,6,12,1365.0749664464374
1149,6,13,1393.5383839335068
1150,6,14,1423.8248252223461
1151,6,15,1455.9262738123655
1152,6,16,1489.8323754125213
1153,6,17,1525.5304321939113
1154,6,18,1563.0054013582442
1155,6,19,1602.2398980625856
1156,6,20,1643.2142027321254
1157,6,21,1685.9062727798355
1158,6,22,1730.2917587436157
1159,6,23,1776.344024838492
1160,6,24,1824.0341739122077
1161,6,25,1873.3310767803382
1162,6,26,1924.201405907225
1163,6,27,1976.609673386769
1164,6,28,2030.5182731675277
1165,6,29,2085.887527454756
1166,6,30,2142.6757372120514
1167,6,31,2200.8392366738412
1168,6,32,2260.3324517706983
1169,6,33,2321.1079623583564
1170,6,34,2383.116568132032
1171,6,35,2446.307358097574
1172,6,36,2510.6277834621783
1173,6,37,2576.0237337980607
1174,6,38,2642.439616323828
1175,6,39,2709.8184381407145
1176,6,40,2778.1018912522995
1177,6,41,2847.2304401896317
1178,6,42,2917.1434120564277
1179,6,43,2987.7790888030504
1180,6,44,3059.074801531779
1181,6,45,3130.9670266311105
1182,6,46,3203.391483531313
1183,6,47,3276.283233870256
1184,6,48,3349.576781854192
1185,6,49,3423.2061755953246
1186,6,50,3497.1051092063794
1187,6,51,3571.2070254291484
1188,6,52,3645.4452185745067
1189,6,53,3719.752937549205
1190,6,54,3794.0634887466226
1191,6,55,3868.3103385773043
1192,6,56,3942.427215418733
1193,6,57,4016.3482107633067
1194,6,58,4090.007879348231
1195,6,59,4163.341338052822
1196,6,60,4236.28436335253
1197,6,61,4308.773487124092
1198,6,62,4380.746090600254
1199,6,63,4452.140496278127
1200,6,64,4522.89605759165
1201,6,65,4592.9532461640665
1202,6,66,4662.253736464382
1203,6,67,4730.740487698036
1204,6,68,4798.357822770896
1205,6,69,4865.051504172707
1206,6,70,4930.76880663583
1207,6,71,4995.458586433487
1208,6,72,5059.07134719066
1209,6,73,5121.559302091359
1210,6,74,5182.876432374738
1211,6,75,5242.978542022965
1212,6,76,5301.8233085544925
1213,6,77,5359.370329845922
1214,6,78,5415.581166916799
1215,6,79,5470.419382621919
1216,6,80,5523.850576207078
1217,6,81,5575.84241369391
1218,6,82,5626.364654071168
1219,6,83,5675.389171279884
1220,6,84,5722.88997199076
1221,6,85,5768.843209182507
1222,6,86,5813.227191540395
1223,6,87,5856.022388704169
1224,6,88,5897.211432405299
1225,6,89,5936.779113542127
1226,6,90,5974.712375252421
1227,6,91,6011.00030205092
1228,6,92,6045.634105109203
1229,6,93,6078.607103763876
1230,6,94,6109.914703346585
1231,6,95,6139.554369438592
1232,6,96,6167.525598658735
1233,6,97,6193.829886102462
1234,6,98,6218.470689554195
1235,6,99,6241.453390603997
1236,6,100,6262.785252802991
1237,6,101,6282.475376999306
1238,6,102,6300.534653999859
1239,6,103,6316.975714708219
1240,6,104,6331.812877892803
1241,6,105,6345.062095742865
1242,6,106,6356.740897372589
1243,6,107,6366.86833043618
1244,6,108,6375.464901018874
1245,6,109,6382.552511969584
1246,6,110,6388.154399842888
1247,6,111,6392.295070617126
1248,6,112,6395.000234356866
1249,6,113,6396.296738985854
1250,6,114,6396.212503337111
1251,6,115,6394.776449644182
1252,6,116,6392.018435636334
1253,6,117,6387.969186398284
1254,6,118,6382.660226151386
1255,6,119,6376.1238101115405
1256,6,120,6368.392856574267
1257,6,121,6359.500879374423
1258,6,122,6349.481920863261
1259,6,123,6338.3704855415845
1260,6,124,6326.20147448242
1261,6,125,6313.010120671905
1262,6,126,6298.831925391548
1263,6,127,6283.702595759556
1264,6,128,6267.657983543195
1265,6,129,6250.73402534771
1266,6,130,6232.966684282255
1267,6,131,6214.391893195419
1268,6,132,6195.045499568253
1269,6,133,6174.96321214476
1270,6,134,6154.180549374112
1271,6,135,6132.732789732014
1272,6,136,6110.654923981768
1273,6,137,6087.981609429134
1274,6,138,6064.747126218412
1275,6,139,6040.985335710596
1276,6,140,6016.729640977627
1277,6,141,5992.012949440715
1278,6,142,5966.867637673942
1279,6,143,5941.3255183880765
1280,6,144,5915.417809603902
1281,6,145,5889.175106017425
1282,6,146,5862.627352554526
1283,6,147,5835.803820105876
1284,6,148,5808.733083428476
1285,6,149,5781.443001194017
1286,6,150,5753.960698159868
1287,6,151,5726.312549432948
1288,6,152,5698.524166792835
1289,6,153,5670.620387035518
1290,6,154,5642.625262295338
1291,6,155,5614.5620522986
1292,6,156,5586.453218498909
1293,6,157,5558.320420040733
1294,6,158,5530.184511494619
1295,6,159,5502.065542304699
1296,6,160,5473.982757886574
1297,6,161,5445.954602311231
1298,6,162,5417.998722508744
1299,6,163,5390.131973923603
1300,6,164,5362.370427552198
1301,6,165,5334.729378291475
1302,6,166,5307.223354527013
1303,6,167,5279.866128887931
1304,6,168,5252.670730095498
1305,6,169,5225.649455832071
1306,6,170,5198.813886557021
1307,6,171,5172.174900196421
1308,6,172,5145.742687633684
1309,6,173,5119.526768928953
1310,6,174,5093.5360101959495
1311,6,175,5067.778641065685
1312,6,176,5042.262272668076
1313,6,177,5016.993916063379
1314,6,178,4991.980001057225
1315,6,179,4967.226395334347
1316,6,180,4942.73842384822
1317,6,181,4918.5208884054755
1318,6,182,4894.578087386052
1319,6,183,4870.913835542221
1320,6,184,4847.531483821771
1321,6,185,4824.43393916299
1322,6,186,4801.623684211374
1323,6,187,4779.102796910521
1324,6,188,4756.872969922029
1325,6,189,4734.935529831929
1326,6,190,4713.2914561034095
1327,6,191,4691.941399738501
1328,6,192,4670.885701613769
1329,6,193,4650.12441045769
1330,6,194,4629.657300439918
1331,6,195,4609.483888345284
1332,6,196,4589.6034503078645
1333,6,197,4570.015038082895
1334,6,198,4550.717494836886
1335,6,199,4531.70947043857
1336,6,200,4512.989436235829
1337,7,10,1013.7807315558468
1338,7,11,1034.8417378457746
1339,7,12,1057.729045891452
1340,7,13,1082.4397104026577
1341,7,14,1108.9684790024608
1342,7,15,1137.307779308817
1343,7,16,1167.447710260681
1344,7,17,1199.3760377464084
1345,7,18,1233.078194581305
1346,7,19,1268.5372848712238
1347,7,20,1305.734092788209
1348,7,21,1344.6470957735526
1349,7,22,1385.2524821728712
1350,7,23,1427.5241732964203
1351,7,24,1471.433849886974
1352,7,25,1516.9509829671617
1353,7,26,1564.0428690254969
1354,7,27,1612.674669491003
1355,7,28,1662.8094544341884
1356,7,29,1714.4082504217033
1357,7,30,1767.4300924411048
1358,7,31,1821.8320798018633
1359,7,32,1877.5694359075435
1360,7,33,1934.5955717855536
1361,7,34,1992.8621532487398
1362,7,35,2052.3191715560824
1363,7,36,2112.915017427966
1364,7,37,2174.5965582650665
1365,7,38,2237.3092184092443
1366,7,39,2300.9970622784645
1367,7,40,2365.602880199182
1368,7,41,2431.068276752708
1369,7,42,2497.3337614456796
1370,7,43,2564.3388415083114
1371,7,44,2632.0221166189426
1372,7,45,2700.321375347324
1373,7,46,2769.1736931063588
1374,7,47,2838.5155313963196
1375,7,48,2908.282838123522
1376,7,49,2978.41114877207
1377,7,50,3048.835688205764
1378,7,51,3119.49147287518
1379,7,52,3190.313413205049
1380,7,53,3261.2364159355384
1381,7,54,3332.195486193218
1382,7,55,3403.125829066903
1383,7,56,3473.9629504665368
1384,7,57,3544.642757044684
1385,7,58,3615.1016549639135
1386,7,59,3685.276647296584
1387,7,60,3755.105429847216
1388,7,61,3824.526485193272
1389,7,62,3893.4791747444974
1390,7,63,3961.9038286278915
1391,7,64,4029.741833210038
1392,7,65,4096.935716077166
1393,7,66,4163.429228299809
1394,7,67,4229.167423815774
1395,7,68,4294.096735775487
1396,7,69,4358.165049700024
1397,7,70,4421.321773312833
1398,7,71,4483.517902914354
1399,7,72,4544.70608617903
1400,7,73,4604.840681263784
1401,7,74,4663.877812126775
1402,7,75,4721.775419966708
1403,7,76,4778.493310702291
1404,7,77,4833.993198422541
1405,7,78,4888.2387447496385
1406,7,79,4941.195594067017
1407,7,80,4992.831404575052
1408,7,81,5043.115875149575
1409,7,82,5092.020767987445
1410,7,83,5139.51992703553
1411,7,84,5185.589292209462
1412,7,85,5230.2069094195485
1413,7,86,5273.352936431215
1414,7,87,5315.009644598163
1415,7,88,5355.161416516131
1416,7,89,5393.794739654909
1417,7,90,5430.898196035894
1418,7,91,5466.462448031817
1419,7,92,5500.480220373933
1420,7,93,5532.946278460546
1421,7,94,5563.857403069094
1422,7,95,5593.212361581724
1423,7,96,5621.011875841269
1424,7,97,5647.25858676234
1425,7,98,5671.957015827751
1426,7,99,5695.113523607076
1427,7,100,5716.736265439764
1428,7,101,5736.835144430032
1429,7,102,5755.421761904913
1430,7,103,5772.5093654925595
1431,7,104,5788.1127949788215
1432,7,105,5802.248426105939
1433,7,106,5814.93411247748
1434,7,107,5826.189125737325
1435,7,108,5836.034094190668
1436,7,109,5844.490940037301
1437,7,110,5851.582815386488
1438,7,111,5857.334037224552
1439,7,112,5861.770021503649
1440,7,113,5864.917216521253
1441,7,114,5866.80303575728
1442,7,115,5867.455790333966
1443,7,116,5866.904621261892
1444,7,117,5865.1794316320165
1445,7,118,5862.310818911064
1446,7,119,5858.330007493713
1447,7,120,5853.268781661176
1448,7,121,5847.159419091429
1449,7,122,5840.034625061931
1450,7,123,5831.927467480499
1451,7,124,5822.8713128749905
1452,7,125,5812.899763466857
1453,7,126,5802.046595447824
1454,7,127,5790.345698573334
1455,7,128,5777.8310171798075
1456,7,129,5764.536492726828
1457,7,130,5750.496007958566
1458,7,131,5735.743332772628
1459,7,132,5720.312071877086
1460,7,133,5704.235614310451
1461,7,134,5687.547084892143
1462,7,135,5670.279297664043
1463,7,136,5652.46471137693
1464,7,137,5634.135387069068
1465,7,138,5615.322947776805
1466,7,139,5596.058540410695
1467,7,140,5576.372799823951
1468,7,141,5556.295815093047
1469,7,142,5535.857098024387
1470,7,143,5515.085553894001
1471,7,144,5494.009454421587
1472,7,145,5472.656412973733
1473,7,146,5451.053361985471
1474,7,147,5429.2265325837525
1475,7,148,5407.201436390818
1476,7,149,5385.0028494801845
1477,7,150,5362.654798453143
1478,7,151,5340.180548598795
1479,7,152,5317.602594095912
1480,7,153,5294.942650211184
1481,7,154,5272.221647443799
1482,7,155,5249.459727563141
1483,7,156,5226.676241482379
1484,7,157,5203.889748908122
1485,7,158,5181.1180197029435
1486,7,159,5158.378036895147
1487,7,160,5135.68600126789
1488,7,161,5113.057337457714
1489,7,162,5090.506701490327
1490,7,163,5068.047989680789
1491,7,164,5045.694348823233
1492,7,165,5023.458187594721
1493,7,166,5001.351189097016
1494,7,167,4979.384324459647
1495,7,168,4957.567867427302
1496,7,169,4935.91140985485
1497,7,170,4914.423878033399
1498,7,171,4893.11354977127
1499,7,172,4871.988072154747
1500,7,173,4851.054479914085
1501,7,174,4830.3192143214665
1502,7,175,4809.788142549084
1503,7,176,4789.466577416724
1504,7,177,4769.359297460114
1505,7,178,4749.470567252974
1506,7,179,4729.804157917572
1507,7,180,4710.36336776109
1508,7,181,4691.151042976523
1509,7,182,4672.169598350042
1510,7,183,4653.4210379183005
1511,7,184,4634.906975522379
1512,7,185,4616.628655207056
1513,7,186,4598.586971417016
1514,7,187,4580.78248894421
1515,7,188,4563.215462583163
1516,7,189,4545.885856454035
1517,7,190,4528.793362955661
1518,7,191,4511.937421313766
1519,7,192,4495.317235692346
1520,7,193,4478.931792838773
1521,7,194,4462.779879236082
1522,7,195,4446.860097738477
1523,7,196,4431.170883668931
1524,7,197,4415.710520360164
1525,7,198,4400.477154122973
1526,7,199,4385.468808628501
1527,7,200,4370.683398693222
1528,8,10,754.7142200563687
1529,8,11,772.193295676446
1530,8,12,791.4769206627383
1531,8,13,812.562379019044
1532,8,14,835.4446705865147
1533,8,15,860.1164997543042
1534,8,16,886.5682684285617
1535,8,17,914.7880733123643
1536,8,18,944.7617075389788
1537,8,19,976.4726666901474
1538,8,20,1009.902159220376
1539,8,21,1045.029121297318
1540,8,22,1081.8302360575267
1541,8,23,1120.2799572654064
1542,8,24,1160.350537352344
1543,8,25,1202.012059801696
1544,8,26,1245.2324758342202
1545,8,27,1289.977645337484
1546,8,28,1336.211381971635
1547,8,29,1383.8955023733236
1548,8,30,1432.9898793682803
1549,8,31,1483.4524990933623
1550,8,32,1535.2395219178475
1551,8,33,1588.3053470438763
1552,8,34,1642.6026806563968
1553,8,35,1698.082607483392
1554,8,36,1754.6946656180216
1555,8,37,1812.3869244454518
1556,8,38,1871.1060655094273
1557,8,39,1930.7974661452315
1558,8,40,1991.405285698036
1559,8,41,2052.8725541397675
1560,8,42,2115.141262890336
1561,8,43,2178.1524576431098
1562,8,44,2241.846332990097
1563,8,45,2306.162328636678
1564,8,46,2371.0392269915183
1565,8,47,2436.4152519152326
1566,8,48,2502.2281684059008
1567,8,49,2568.415382999326
1568,8,50,2634.9140446596066
1569,8,51,2701.6611459337714
1570,8,52,2768.5936241448617
1571,8,53,2835.6484623976153
1572,8,54,2902.762790171382
1573,8,55,2969.87398327692
1574,8,56,3036.9197629558626
1575,8,57,3103.838293903442
1576,8,58,3170.5682810000817
1577,8,59,3237.049064539515
1578,8,60,3303.220713746858
1579,8,61,3369.0241183850535
1580,8,62,3434.401078253386
1581,8,63,3499.2943903876117
1582,8,64,3563.647933779522
1583,8,65,3627.4067514388375
1584,8,66,3690.5171296295007
1585,8,67,3752.9266741203974
1586,8,68,3814.584383297997
1587,8,69,3875.4407179986833
1588,8,70,3935.447667927114
1589,8,71,3994.5588145363695
1590,8,72,4052.7293902560173
1591,8,73,4109.916333963946
1592,8,74,4166.07834260873
1593,8,75,4221.175918899124
1594,8,76,4275.171414988798
1595,8,77,4328.029072094468
1596,8,78,4379.7150559975025
1597,8,79,4430.197488388967
1598,8,80,4479.446474030146
1599,8,81,4527.43412371095
1600,8,82,4574.134572999566
1601,8,83,4619.5239967880825
1602,8,84,4663.5806196490985
1603,8,85,4706.284722029113
1604,8,86,4747.618642315105
1605,8,87,4787.566774820545
1606,8,88,4826.115563747366
1607,8,89,4863.253493190318
1608,8,90,4898.971073258714
1609,8,91,4933.2608224011565
1610,8,92,4966.117246025416
1611,8,93,4997.536811516482
1612,8,94,5027.517919761922
1613,8,95,5056.060873301881
1614,8,96,5083.167841228206
1615,8,97,5108.842820964119
1616,8,98,5133.0915970613105
1617,8,99,5155.9216971578335
1618,8,100,5177.342345245067
1619,8,101,5197.364412396355
1620,8,102,5216.000365115393
1621,8,103,5233.264211464394
1622,8,104,5249.171445136678
1623,8,105,5263.738987640482
1624,8,106,5276.985128762664
1625,8,107,5288.929465483063
1626,8,108,5299.592839510876
1627,8,109,5308.997273615559
1628,8,110,5317.165906924317
1629,8,111,5324.122929358062
1630,8,112,5329.893515376621
1631,8,113,5334.503757202959
1632,8,114,5337.980597693801
1633,8,115,5340.351763021871
1634,8,116,5341.645695332697
1635,8,117,5341.891485534511
1636,8,118,5341.1188063779055
1637,8,119,5339.357845976356
1638,8,120,5336.639241915004
1639,8,121,5332.994016090706
1640,8,122,5328.453510420988
1641,8,123,5323.049323553903
1642,8,124,5316.8132487059165
1643,8,125,5309.7772127487
1644,8,126,5301.973216659429
1645,8,127,5293.433277443317
1646,8,128,5284.189371630383
1647,8,129,5274.273380441912
1648,8,130,5263.717036715267
1649,8,131,5252.551873668644
1650,8,132,5240.8091755810665
1651,8,133,5228.519930454946
1652,8,134,5215.714784722209
1653,8,135,5202.424000047727
1654,8,136,5188.677412276478
1655,8,137,5174.504392564327
1656,8,138,5159.933810724837
1657,8,139,5144.994000817995
1658,8,140,5129.712728999672
1659,8,141,5114.117163644403
1660,8,142,5098.233847746775
1661,8,143,5082.088673601144
1662,8,144,5065.706859752576
1663,8,145,5049.112930206197
1664,8,146,5032.330695876184
1665,8,147,5015.383238249891
1666,8,148,4998.292895237574
1667,8,149,4981.081249172565
1668,8,150,4963.769116922188
1669,8,151,4946.376542064877
1670,8,152,4928.9227890845805
1671,8,153,4911.426339529652
1672,8,154,4893.904890079176
1673,8,155,4876.375352456568
1674,8,156,4858.8538551267775
1675,8,157,4841.355746710469
1676,8,158,4823.8956010460715
1677,8,159,4806.487223827863
1678,8,160,4789.143660746545
1679,8,161,4771.877207056755
1680,8,162,4754.6994184944015
1681,8,163,4737.6211234655575
1682,8,164,4720.652436427882
1683,8,165,4703.802772384481
1684,8,166,4687.080862409854
1685,8,167,4670.494770127805
1686,8,168,4654.051909060573
1687,8,169,4637.759060769516
1688,8,170,4621.622393707725
1689,8,171,4605.64748270608
1690,8,172,4589.839329015093
1691,8,173,4574.202380826384
1692,8,174,4558.740554198645
1693,8,175,4543.457254314966
1694,8,176,4528.355397000011
1695,8,177,4513.437430427399
1696,8,178,4498.705356949937
1697,8,179,4484.160754987369
1698,8,180,4469.8048009089025
1699,8,181,4455.638290849977
1700,8,182,4441.661662405519
1701,8,183,4427.875016144547
1702,8,184,4414.278136893585
1703,8,185,4400.870514739288
1704,8,186,4387.651365703611
1705,8,187,4374.61965204737
1706,8,188,4361.7741021615075
1707,8,189,4349.113230007756
1708,8,190,4336.635354073853
1709,8,191,4324.338615810993
1710,8,192,4312.220997524378
1711,8,193,4300.280339690576
1712,8,194,4288.514357678244
1713,8,195,4276.920657851689
1714,8,196,4265.496753039388
1715,8,197,4254.24007735258
1716,8,198,4243.148000341417
1717,8,199,4232.217840479019
1718,8,200,4221.44687796612
1719,9,10,542.3062391965849
1720,9,11,556.4384522214556
1721,9,12,572.3380068981279
1722,9,13,590.00221975648
1723,9,14,609.4261621205477
1724,9,15,630.6026507296792
1725,9,16,653.5222426022385
1726,9,17,678.1732341899888
1727,9,18,704.5416648596824
1728,9,19,732.6113247281354
1729,9,20,762.3637668666306
1730,9,21,793.7783238785601
1731,9,22,826.8321288446315
1732,9,23,861.5001406175002
1733,9,24,897.7551734371706
1734,9,25,935.5679308276407
1735,9,26,974.9070437235507
1736,9,27,1015.7391127647142
1737,9,28,1058.0287546862135
1738,9,29,1101.7386527196481
1739,9,30,1146.8296109114583
1740,9,31,1193.2606122538994
1741,9,32,1240.9888805132819
1742,9,33,1289.9699456309222
1743,9,34,1340.1577125621748
1744,9,35,1391.5045334103265
1745,9,36,1443.9612827023234
1746,9,37,1497.477435645536
1747,9,38,1552.0011491964185
1748,9,39,1607.4793457645555
1749,9,40,1663.8577993678507
1750,9,41,1721.0812240486023
1751,9,42,1779.0933643541816
1752,9,43,1837.8370876796002
1753,9,44,1897.2544782654652
1754,9,45,1957.2869326389564
1755,9,46,2017.8752562834545
1756,9,47,2078.9597613175065
1757,9,48,2140.4803649618493
1758,9,49,2202.3766885720306
1759,9,50,2264.5881570116785
1760,9,51,2327.054098140832
1761,9,52,2389.7138421950244
1762,9,53,2452.5068208297293
1763,9,54,2515.372665606817
1764,9,55,2578.251305701892
1765,9,56,2641.0830646128165
1766,9,57,2703.808755653982
1767,9,58,2766.3697760235973
1768,9,59,2828.7081992363887
1769,9,60,2890.7668657187187
1770,9,61,2952.4894713682656
1771,9,62,3013.82065388667
1772,9,63,3074.7060767008793
1773,9,64,3135.0925102937445
1774,9,65,3194.9279107753596
1775,9,66,3254.1614955308532
1776,9,67,3312.743815791823
1777,9,68,3370.6268259852823
1778,9,69,3427.763949725246
1779,9,70,3484.110142318808
1780,9,71,3539.621949671592
1781,9,72,3594.25756348482
1782,9,73,3647.976872648785
1783,9,74,3700.7415107456927
1784,9,75,3752.514899588642
1785,9,76,3803.262288731256
1786,9,77,3852.950790895627
1787,9,78,3901.5494132763706
1788,9,79,3949.029084689996
1789,9,80,3995.3626785493043
1790,9,81,4040.5250316546753
1791,9,82,4084.4929588040877
1792,9,83,4127.2452632344875
1793,9,84,4168.762742919416
1794,9,85,4209.028192755912
1795,9,86,4248.026402686663
1796,9,87,4285.744151811099
1797,9,88,4322.170198551199
1798,9,89,4357.295266945474
1799,9,90,4391.112029155034
1800,9,91,4423.615084274234
1801,9,92,4454.800933546484
1802,9,93,4484.667952095109
1803,9,94,4513.21635728503
1804,9,95,4540.448173840454
1805,9,96,4566.367195848817
1806,9,97,4590.9789457889165
1807,9,98,4614.290630725804
1808,9,99,4636.311095821747
1809,9,100,4657.05077531652
1810,9,101,4676.521641134813
1811,9,102,4694.737149282447
1812,9,103,4711.712184197043
1813,9,104,4727.463001220229
1814,9,105,4742.007167361942
1815,9,106,4755.363500528756
1816,9,107,4767.552007388819
1817,9,108,4778.593820047603
1818,9,109,4788.511131707949
1819,9,110,4797.327131488224
1820,9,111,4805.065938570651
1821,9,112,4811.752535851932
1822,9,113,4817.41270326466
1823,9,114,4822.072950937322
1824,9,115,4825.7604523569435
1825,9,116,4828.50297769538
1826,9,117,4830.328827457348
1827,9,118,4831.266766603111
1828,9,119,4831.345959295435
1829,9,120,4830.595904414911
1830,9,121,4829.046371983326
1831,9,122,4826.727340628673
1832,9,123,4823.668936220401
1833,9,124,4819.901371796773
1834,9,125,4815.45488890116
1835,9,126,4810.3597004361845
1836,9,127,4804.645935139508
1837,9,128,4798.343583777396
1838,9,129,4791.482447145272
1839,9,130,4784.09208595811
1840,9,131,4776.2017727060265
1841,9,132,4767.84044554252
1842,9,133,4759.03666426727
1843,9,134,4749.818568456597
1844,9,135,4740.213837788098
1845,9,136,4730.249654598905
1846,9,137,4719.9526687096795
1847,9,138,4709.3489645391555
1848,9,139,4698.464030527602
1849,9,140,4687.322730880269
1850,9,141,4675.949279635307
1851,9,142,4664.367217054127
1852,9,143,4652.5993883256715
1853,9,144,4640.667924569994
1854,9,145,4628.5942261204245
1855,9,146,4616.398948057669
1856,9,147,4604.101987964257
1857,9,148,4591.722475861419
1858,9,149,4579.278766286595
1859,9,150,4566.78843246387
1860,9,151,4554.268262516195
1861,9,152,4541.734257662869
1862,9,153,4529.20163234309
1863,9,154,4516.684816201417
1864,9,155,4504.19745786895
1865,9,156,4491.752430469745
1866,9,157,4479.361838780229
1867,9,158,4467.03702796634
1868,9,159,4454.788593821223
1869,9,160,4442.62639442436
1870,9,161,4430.559563141653
1871,9,162,4418.596522884451
1872,9,163,4406.745001544885
1873,9,164,4395.0120485237685
1874,9,165,4383.404052267567
1875,9,166,4371.926758730078
1876,9,167,4360.5852906752725
1877,9,168,4349.384167737564
1878,9,169,4338.327327157047
1879,9,170,4327.418145107463
1880,9,171,4316.659458536324
1881,9,172,4306.05358743755
1882,9,173,4295.602357478847
1883,9,174,4285.307122907394
1884,9,175,4275.168789659742
1885,9,176,4265.187838603421
1886,9,177,4255.364348840528
1887,9,178,4245.6980210053935
1888,9,179,4236.188200491309
1889,9,180,4226.833900543805
1890,9,181,4217.633825160625
1891,9,182,4208.586391741488
1892,9,183,4199.689753433544
1893,9,184,4190.941821121362
1894,9,185,4182.340285013484
1895,9,186,4173.882635780446
1896,9,187,4165.566185202444
1897,9,188,4157.3880862876895
1898,9,189,4149.345352826023
1899,9,190,4141.434878345045
1900,9,191,4133.653454439398
1901,9,192,4125.997788446942
1902,9,193,4118.464520448409
1903,9,194,4111.050239570395
1904,9,195,4103.751499574271
1905,9,196,4096.564833716725
